Date,US GDP,GDP - Personal Consumption,GDP - Goods Consumption,GDP - Durable Goods Consumption,GDP - Non durable Goods,GDP - Service,GDP - Investment,US GDP_growth,GDP - Personal Consumption_growth,GDP - Goods Consumption_growth,GDP - Durable Goods Consumption_growth,GDP - Non durable Goods_growth,GDP - Service_growth,GDP - Investment_growth
2012-12-31,17489.9,11738.0,3469.9,1049.8,2424.8,8289.8,2736.4,0.11556197581219727,0.39779133438374176,0.7085767069572715,2.2347298691996618,0.0,0.246388839077575,-0.8551259283904264
2013-03-31,17662.4,11814.3,3533.3,1076.2,2461.5,8296.0,2845.4,0.9814514820672147,0.6479220027301305,1.8106503343443183,2.4836648237119974,1.5021873454661798,0.07476275233982671,3.906046733022374
2013-06-30,17709.7,11848.1,3541.0,1081.5,2463.7,8322.6,2882.5,0.2674425787158677,0.28568550095141004,0.21768946866190425,0.49126483377941627,0.08933647958736077,0.3201235087936096,1.2954317926147414
2013-09-30,17860.5,11896.3,3569.9,1091.3,2482.7,8339.9,2999.0,0.8479058508093473,0.40599102277739874,0.8128411064978087,0.9020679725930576,0.7682392627731577,0.20765198759335615,3.9620926605795006
2013-12-31,18016.1,12001.0,3605.2,1102.5,2506.7,8408.9,3027.8,0.8674231986342454,0.876255224857214,0.9839663505372704,1.0210682201956935,0.9620469437839704,0.8239442868500008,0.9557383428769372
2014-03-31,17954.0,12044.2,3632.2,1121.0,2514.7,8423.2,2998.1,-0.34528712290480934,0.35932366111196534,0.7461277602143419,1.6640815751158857,0.31863650649673253,0.1699134800816743,-0.9857528501139887
2014-06-30,18185.9,12159.9,3700.5,1162.8,2540.3,8466.5,3121.3,1.2833637218815526,0.9560436559571582,1.8629420353122976,3.6609745612560807,1.0128672149670341,0.5127396562845655,4.027082701210578
2014-09-30,18406.9,12280.1,3742.3,1183.0,2561.8,8544.3,3193.2,1.207902576670104,0.9836413188319524,1.123245001452249,1.722269529366602,0.8427952122697767,0.9147193837706782,2.2773967082899413
2014-12-31,18500.0,12421.6,3795.9,1205.8,2592.4,8631.2,3203.4,0.5045137764265906,1.1456826676507543,1.4221141211284167,1.908966207691833,1.1873951156525226,1.01191512940284,0.3189196962551777
2015-03-31,18666.6,12516.9,3845.0,1228.9,2618.2,8675.8,3314.9,0.8965098547811405,0.7642838494373512,1.2852066076416666,1.8976213235246473,0.990297119243767,0.515399534618983,3.421471151824825
