window,target,model,variable,coef,std_err,t_stat,p_value,sig
FULL,GDP - Service_growth,M4_interaction,oil_pos,0.012350904170431292,0.016327035311380887,0.7564694958319835,0.4493677547799685,
FULL,GDP - Service_growth,M4_interaction,oil_large_shock,1.1012389859471092,1.146996929250128,0.9601063070561714,0.3370017145256001,
FULL,GDP - Service_growth,M4_interaction,oil_pos_x_large,-0.016986384916244563,0.0340333655630315,-0.49910975994380946,0.6177020622131139,
FULL,GDP - Service_growth,M4_interaction,GDP - Service_growth_lag1,-0.06325781934186547,0.06109323725538325,-1.0354307969871328,0.30046776939577413,
FULL,GDP - Service_growth,M5_full,const,0.5483553632024378,0.24971135386807308,2.1959568706361012,0.028095030546091943,**
FULL,GDP - Service_growth,M5_full,oil_pos,0.012285677171063172,0.01668133295537925,0.7364925335359003,0.4614310097955061,
FULL,GDP - Service_growth,M5_full,oil_large_shock,0.8456208285478991,1.145127092563985,0.7384515081679891,0.4602401241465769,
FULL,GDP - Service_growth,M5_full,oil_pos_lag1,-0.0025256450805627886,0.007575051541162403,-0.3334162238815902,0.7388201182226117,
FULL,GDP - Service_growth,M5_full,oil_pos_lag2,0.012259485287630278,0.008010582727006523,1.530411170500642,0.12591498572078388,
FULL,GDP - Service_growth,M5_full,oil_pos_x_large,-0.012775017448452233,0.03425750858723859,-0.3729114572333818,0.7092143444800401,
FULL,GDP - Service_growth,M5_full,GDP - Service_growth_lag1,-0.07635811004782077,0.06983635467996761,-1.0933862512976198,0.2742242474825278,
FULL,GDP - Investment_growth,M1_baseline,const,0.8630734322736898,0.4705453828342455,1.8341980683672257,0.0666245980723299,*
FULL,GDP - Investment_growth,M1_baseline,oil_pos,-0.006877722662950486,0.04843086268171584,-0.14201115326295935,0.8870711959462058,
FULL,GDP - Investment_growth,M1_baseline,GDP - Investment_growth_lag1,0.07742635771310616,0.10479223767140887,0.7388558488071191,0.4599945345822738,
FULL,GDP - Investment_growth,M2_large_shock,const,0.9101169423398602,0.46050212295561627,1.9763577559610477,0.048114272492628056,**
FULL,GDP - Investment_growth,M2_large_shock,oil_pos,-0.022892535901308776,0.03956342102043999,-0.5786288271047544,0.5628396492878012,
FULL,GDP - Investment_growth,M2_large_shock,oil_large_shock,1.0908053572658598,1.9773720488999769,0.5516439649648537,0.5811923083314755,
FULL,GDP - Investment_growth,M2_large_shock,GDP - Investment_growth_lag1,0.08561840571113187,0.10234342572201202,0.8365794393446522,0.40282900670671906,
FULL,GDP - Investment_growth,M3_oil_lags,const,1.0015828333647865,0.49026880481998586,2.0429258878352297,0.04105977518880092,**
FULL,GDP - Investment_growth,M3_oil_lags,oil_pos,-0.009040216184670484,0.04891403415333318,-0.18481845427698076,0.8533714327929683,
FULL,GDP - Investment_growth,M3_oil_lags,oil_pos_lag1,-0.015527139078465214,0.026926827056637126,-0.5766419877769434,0.5641813289448069,
