window,target,model,variable,coef,std_err,t_stat,p_value,sig
FOCUS,GDP - Personal Consumption_growth,M5_full,oil_pos_lag2,-0.01193772844736388,0.006565331637938446,-1.8182978569400037,0.0690186201798097,*
FOCUS,GDP - Personal Consumption_growth,M5_full,oil_pos_x_large,-0.011695929201174305,0.029559494036078944,-0.3956742015576721,0.6923453897255967,
FOCUS,GDP - Personal Consumption_growth,M5_full,GDP - Personal Consumption_growth_lag1,0.17763244350787327,0.1273614646474,1.3947110611490563,0.16310298799250733,
FOCUS,GDP - Goods Consumption_growth,M1_baseline,const,1.217511458507329,0.19801576036310736,6.148558358560663,7.819035876271331e-10,***
FOCUS,GDP - Goods Consumption_growth,M1_baseline,oil_pos,0.006284615750778228,0.010300517705651099,0.6101262024267329,0.5417782105912482,
FOCUS,GDP - Goods Consumption_growth,M1_baseline,GDP - Goods Consumption_growth_lag1,-0.05103817922704743,0.14852301943993676,-0.34363817420024545,0.731118412240259,
FOCUS,GDP - Goods Consumption_growth,M2_large_shock,const,1.2880368317535191,0.19302078493160701,6.673047320835986,2.505455589265387e-11,***
FOCUS,GDP - Goods Consumption_growth,M2_large_shock,oil_pos,-0.012797037537202472,0.012148912958874504,-1.0533483596863313,0.2921813624600369,
FOCUS,GDP - Goods Consumption_growth,M2_large_shock,oil_large_shock,1.0862971257217457,0.38528883228676336,2.819435796450064,0.0048108153951918605,***
FOCUS,GDP - Goods Consumption_growth,M2_large_shock,GDP - Goods Consumption_growth_lag1,-0.05914938115372017,0.14450033664917675,-0.4093373242259305,0.6822921281971424,
FOCUS,GDP - Goods Consumption_growth,M3_oil_lags,const,1.3628442903496523,0.25355475701126123,5.374950588243642,7.660368643723584e-08,***
FOCUS,GDP - Goods Consumption_growth,M3_oil_lags,oil_pos,0.012877079155069995,0.009992339765472159,1.2886950861664905,0.1975041114689352,
FOCUS,GDP - Goods Consumption_growth,M3_oil_lags,oil_pos_lag1,-0.004379077363299434,0.009808121016219199,-0.4464746464748929,0.655254422669084,
FOCUS,GDP - Goods Consumption_growth,M3_oil_lags,oil_pos_lag2,-0.02087049949076723,0.012693223125645355,-1.6442237943962812,0.10012998367799963,
FOCUS,GDP - Goods Consumption_growth,M3_oil_lags,GDP - Goods Consumption_growth_lag1,-0.06744254349807118,0.14539355615728447,-0.4638619845374226,0.6427466307136287,
FOCUS,GDP - Goods Consumption_growth,M4_interaction,const,1.312637960173955,0.19379302834165013,6.77340135198167,1.2578935698999966e-11,***
FOCUS,GDP - Goods Consumption_growth,M4_interaction,oil_pos,-0.014171457536183232,0.012230578100747343,-1.1586907355848775,0.2465822684941783,
FOCUS,GDP - Goods Consumption_growth,M4_interaction,oil_large_shock,-2.5990136213875896,0.9657689142809752,-2.691134062150449,0.007120957283358879,***
FOCUS,GDP - Goods Consumption_growth,M4_interaction,oil_pos_x_large,0.11714300689812943,0.030279976484999336,3.8686624131350276,0.00010943403216918719,***
FOCUS,GDP - Goods Consumption_growth,M4_interaction,GDP - Goods Consumption_growth_lag1,-0.07472459642861452,0.1456440708520329,-0.5130630858603985,0.6079071922457208,
FOCUS,GDP - Goods Consumption_growth,M5_full,const,1.5573407814518965,0.2490601115059232,6.252871132336498,4.0297464494135503e-10,***
FOCUS,GDP - Goods Consumption_growth,M5_full,oil_pos,-0.013295374059270877,0.010395111820351532,-1.2790025051237273,0.20089617372584723,
FOCUS,GDP - Goods Consumption_growth,M5_full,oil_large_shock,2.083726948881735,1.894745978869397,1.09973947543359,0.2714456498458814,
FOCUS,GDP - Goods Consumption_growth,M5_full,oil_pos_lag1,-0.006347935923179605,0.009455037973029856,-0.6713813250974618,0.5019776386004524,
FOCUS,GDP - Goods Consumption_growth,M5_full,oil_pos_lag2,-0.034018331657661785,0.010548879459594481,-3.2248289297420327,0.0012604796401021246,***
FOCUS,GDP - Goods Consumption_growth,M5_full,oil_pos_x_large,-0.011046519138719256,0.05553835120531752,-0.19889893918315688,0.8423417993457716,
FOCUS,GDP - Goods Consumption_growth,M5_full,GDP - Goods Consumption_growth_lag1,-0.08795255088760415,0.13761042626681924,-0.6391416208323406,0.5227308059834412,
FOCUS,GDP - Durable Goods Consumption_growth,M1_baseline,const,2.075253599186951,0.3994780404238932,5.19491283421953,2.0481578242833784e-07,***
FOCUS,GDP - Durable Goods Consumption_growth,M1_baseline,oil_pos,0.00415908933244365,0.02884094612774128,0.14420779796967692,0.8853363834221352,
FOCUS,GDP - Durable Goods Consumption_growth,M1_baseline,GDP - Durable Goods Consumption_growth_lag1,-0.08747283046089223,0.13087201444760652,-0.6683845345401268,0.5038881649371183,
FOCUS,GDP - Durable Goods Consumption_growth,M2_large_shock,const,2.182597116188825,0.39034549309332806,5.5914495102598405,2.2518177666139463e-08,***
FOCUS,GDP - Durable Goods Consumption_growth,M2_large_shock,oil_pos,-0.03230574897111043,0.03144509600451709,-1.0273700219096076,0.30424626194313875,
FOCUS,GDP - Durable Goods Consumption_growth,M2_large_shock,oil_large_shock,2.0051561565606972,1.175522047965216,1.7057580162205774,0.08805314287339885,*
FOCUS,GDP - Durable Goods Consumption_growth,M2_large_shock,GDP - Durable Goods Consumption_growth_lag1,-0.08038608845891636,0.13078734081310142,-0.6146320275277269,0.5387977583286157,
FOCUS,GDP - Durable Goods Consumption_growth,M3_oil_lags,const,2.4410435445766216,0.5584101387420052,4.371416948259288,1.2344280526514188e-05,***
FOCUS,GDP - Durable Goods Consumption_growth,M3_oil_lags,oil_pos,0.03174449360714123,0.02696956162740527,1.1770489281844274,0.2391759778696878,
FOCUS,GDP - Durable Goods Consumption_growth,M3_oil_lags,oil_pos_lag1,0.003964459106981691,0.03378227040566783,0.11735324652177767,0.9065801318614696,
FOCUS,GDP - Durable Goods Consumption_growth,M3_oil_lags,oil_pos_lag2,-0.07667479135009489,0.030423297350432178,-2.52026565256595,0.01172662948458836,**
FOCUS,GDP - Durable Goods Consumption_growth,M3_oil_lags,GDP - Durable Goods Consumption_growth_lag1,-0.12305731999299274,0.15413864938123614,-0.7983547311915979,0.42466466529831304,
