target_volatility,model,variable,coef,std_err,t_stat,p_value
us10y_vol_abs_t1,vol_abs_har_oil_smoothed_cross_t1,us10y_vol_abs_lag1,-0.001655933574308635,0.027800646675447165,-0.059564570336815725,0.9525024370184157
us10y_vol_abs_t1,vol_abs_har_oil_smoothed_cross_t1,us10y_vol_abs_week,0.08495815422515528,0.07013875761420335,1.2112868421831149,0.2257854897770043
us10y_vol_abs_t1,vol_abs_har_oil_smoothed_cross_t1,us10y_vol_abs_month,0.5443697879236766,0.07969102216568891,6.831005214010869,8.432166831801355e-12
us10y_vol_abs_t1,vol_abs_har_oil_smoothed_cross_t1,oil_pos_ma3_lag1,-0.001096430197264596,0.0014808328693051462,-0.7404145464295885,0.45904849502555545
us10y_vol_abs_t1,vol_abs_har_oil_smoothed_cross_t1,oil_pos_ma5_lag1,-0.0009486646496035597,0.0019223555859201706,-0.4934907238555785,0.6216658925930423
us10y_vol_abs_t1,vol_abs_har_oil_smoothed_cross_t1,spx_vol_abs,0.0015768062943644213,0.0012659952745183686,1.2455072511738219,0.2129453517734332
us10y_vol_abs_t1,vol_abs_har_oil_smoothed_cross_t1,hy_vol_abs,0.024196773301052174,0.014190830644691985,1.7050991521840806,0.08817593372926054
us10y_vol_abs_t1,vol_abs_har_oil_smoothed_cross_t1,gold_vol_abs,0.001774863473499435,0.0010103104218173156,1.7567506334408236,0.07896032293389449
us10y_vol_abs_t1,vol_abs_har_soft_bigshock_t1,const,0.01297560513390612,0.0024326879612796785,5.333855118467598,9.614924889651198e-08
us10y_vol_abs_t1,vol_abs_har_soft_bigshock_t1,us10y_vol_abs_lag1,0.004266382070560058,0.02814631917152263,0.15157868581539502,0.8795192453879002
us10y_vol_abs_t1,vol_abs_har_soft_bigshock_t1,us10y_vol_abs_week,0.10035199882036105,0.07411957309899901,1.3539203563183544,0.1757617883382363
us10y_vol_abs_t1,vol_abs_har_soft_bigshock_t1,us10y_vol_abs_month,0.5661472370259779,0.07758871070924032,7.296773355953618,2.9475067431024397e-13
us10y_vol_abs_t1,vol_abs_har_soft_bigshock_t1,oil_pos_lag1,-0.0014229725945699115,0.0011397786757389966,-1.2484639560810356,0.21186120017638188
us10y_vol_abs_t1,vol_abs_har_soft_bigshock_t1,oil_large_pos_lag1,-0.005083401803916425,0.005149052093756592,-0.9872500241510918,0.32352008379888963
us10y_vol_abs_t1,vol_abs_har_soft_bigshock_t1,oil_pos_x_large_lag1,0.001957574841706992,0.001719697848269309,1.1383248770573742,0.2549848498916336
us10y_vol_abs_t1,vol_sq_ar1_oil_t1,const,0.03521483683826475,0.0010141189387148362,34.72456286329837,3.3560519172223053e-264
us10y_vol_abs_t1,vol_sq_ar1_oil_t1,us10y_vol_sq_lag1,0.9438598409252972,0.29495212799146314,3.2000441812463056,0.0013740652267468104
us10y_vol_abs_t1,vol_sq_ar1_oil_t1,oil_pos_lag1,-0.0003226727003698316,0.0006632304743953595,-0.48651669793068436,0.6266008693086493
us10y_vol_abs_t1,vol_sq_ar1_oil_t1,oil_pos_ma3_lag1,-0.0002625195054844258,0.0011291115307024196,-0.23250095171830595,0.8161489481029006
us10y_vol_sq_t1,vol_sq_ar1_oil_t1,const,0.0021112365889304173,0.0001354868547680267,15.582593547877122,9.559607504602227e-55
us10y_vol_sq_t1,vol_sq_ar1_oil_t1,us10y_vol_sq_lag1,0.17161852156069543,0.06404692379183141,2.67957477736946,0.007371573641656282
us10y_vol_sq_t1,vol_sq_ar1_oil_t1,oil_pos_lag1,-5.047840027663143e-05,8.237378821019022e-05,-0.6127968783932519,0.5400106551860715
us10y_vol_sq_t1,vol_sq_ar1_oil_t1,oil_pos_ma3_lag1,-9.839908640274495e-05,0.0001552212661847274,-0.6339278683994312,0.5261278972860757
hy_vol_abs_t1,vol_abs_ar1_t1,const,0.03291350167682085,0.001497891018951864,21.973228532908742,5.1941975842291106e-107
hy_vol_abs_t1,vol_abs_ar1_t1,hy_vol_abs_lag1,0.2693508343243865,0.028788340337746257,9.356247396145417,8.261898649310705e-21
hy_vol_abs_t1,vol_abs_har_t1,const,0.015026168382229916,0.002160586766873181,6.954670190809281,3.5338778812814564e-12
hy_vol_abs_t1,vol_abs_har_t1,hy_vol_abs_lag1,0.12737103772326855,0.03630911705821547,3.507962959249349,0.00045155191656375687
